speaker_id,utterance_id,transcript,natural_audio_path,synthetic_audio_path,natural_embedding_path,synthetic_embedding_path,dataset_split
p288,p288_036,President Bush is at war.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p288\p288_036_mic1.flac,D:\vocalis_3.0\data\synthetic\p288\p288_036_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p288\p288_036.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p288\p288_036.npy,train
p288,p288_037,That brought a wonderful marriage of bass and soprano.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p288\p288_037_mic1.flac,D:\vocalis_3.0\data\synthetic\p288\p288_037_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p288\p288_037.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p288\p288_037.npy,train
p288,p288_038,I was scared.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p288\p288_038_mic1.flac,D:\vocalis_3.0\data\synthetic\p288\p288_038_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p288\p288_038.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p288\p288_038.npy,train
p288,p288_039,It is hard to avoid the conclusion that lessons have been learned.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p288\p288_039_mic1.flac,D:\vocalis_3.0\data\synthetic\p288\p288_039_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p288\p288_039.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p288\p288_039.npy,train
p288,p288_040,But it took a lot of bottle.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p288\p288_040_mic1.flac,D:\vocalis_3.0\data\synthetic\p288\p288_040_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p288\p288_040.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p288\p288_040.npy,train
p288,p288_041,Iain Duncan Smith is a decent man.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p288\p288_041_mic1.flac,D:\vocalis_3.0\data\synthetic\p288\p288_041_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p288\p288_041.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p288\p288_041.npy,train
p288,p288_042,We need to chat.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p288\p288_042_mic1.flac,D:\vocalis_3.0\data\synthetic\p288\p288_042_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p288\p288_042.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p288\p288_042.npy,train
p288,p288_043,But it might have done.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p288\p288_043_mic1.flac,D:\vocalis_3.0\data\synthetic\p288\p288_043_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p288\p288_043.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p288\p288_043.npy,train
p288,p288_044,"Hopefully, it will be built by next year.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p288\p288_044_mic1.flac,D:\vocalis_3.0\data\synthetic\p288\p288_044_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p288\p288_044.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p288\p288_044.npy,train
p288,p288_045,He is too weak to move.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p288\p288_045_mic1.flac,D:\vocalis_3.0\data\synthetic\p288\p288_045_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p288\p288_045.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p288\p288_045.npy,train
p280,p280_001,Please call Stella.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_001_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_001_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_001.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_001.npy,train
p280,p280_002,Ask her to bring these things with her from the store.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_002_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_002_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_002.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_002.npy,train
p280,p280_003,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_003_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_003_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_003.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_003.npy,train
p280,p280_004,We also need a small plastic snake and a big toy frog for the kids.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_004_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_004_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_004.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_004.npy,train
p280,p280_005,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_005_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_005_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_005.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_005.npy,train
p280,p280_006,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_006_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_006_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_006.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_006.npy,train
p280,p280_007,The rainbow is a division of white light into many beautiful colors.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_007_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_007_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_007.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_007.npy,train
p280,p280_008,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_008_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_008_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_008.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_008.npy,train
p280,p280_009,"There is , according to legend, a boiling pot of gold at one end.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_009_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_009_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_009.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_009.npy,train
p280,p280_010,"People look, but no one ever finds it.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_010_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_010_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_010.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_010.npy,train
p280,p280_011,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_011_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_011_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_011.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_011.npy,train
p280,p280_012,Throughout the centuries people have explained the rainbow in various ways.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_012_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_012_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_012.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_012.npy,train
p280,p280_013,Some have accepted it as a miracle without physical explanation.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_013_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_013_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_013.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_013.npy,train
p280,p280_014,To the Hebrews it was a token that there would be no more universal floods.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_014_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_014_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_014.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_014.npy,train
p280,p280_015,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_015_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_015_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_015.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_015.npy,train
p280,p280_016,The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_016_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_016_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_016.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_016.npy,train
p280,p280_017,Others have tried to explain the phenomenon physically.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_017_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_017_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_017.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_017.npy,train
p280,p280_018,Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_018_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_018_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_018.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_018.npy,train
p280,p280_019,"Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_019_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_019_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_019.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_019.npy,train
p280,p280_020,Many complicated ideas about the rainbow have been formed.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_020_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_020_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_020.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_020.npy,train
p280,p280_021,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_021_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_021_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_021.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_021.npy,train
p280,p280_022,The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_022_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_022_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_022.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_022.npy,train
p280,p280_023,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_023_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_023_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_023.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_023.npy,train
p280,p280_024,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_024_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_024_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_024.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_024.npy,train
p280,p280_025,He has the right attitude but the wrong approach.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_025_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_025_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_025.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_025.npy,train
p280,p280_026,His secretary said it was a matter for Murray Financial to deal with.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_026_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_026_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_026.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_026.npy,train
p280,p280_027,I've got the same feeling as I had last week in Germany.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_027_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_027_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_027.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_027.npy,train
p280,p280_028,The west coast line is not just for middle England.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_028_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_028_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_028.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_028.npy,train
p280,p280_029,The Budget is a boost for Scottish business.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_029_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_029_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_029.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_029.npy,train
p280,p280_030,She brought a lot to my life.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_030_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_030_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_030.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_030.npy,train
p280,p280_031,"Things fall a little flat elsewhere, however.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_031_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_031_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_031.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_031.npy,train
p280,p280_032,Thomson and his family left court without comment.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_032_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_032_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_032.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_032.npy,train
p280,p280_033,I want to give everything to Rangers while I am with the club.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_033_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_033_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_033.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_033.npy,train
p280,p280_034,But the Sunday Herald said it stood by its story.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_034_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_034_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_034.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_034.npy,train
p280,p280_035,It is about control of our economy.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_035_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_035_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_035.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_035.npy,train
p280,p280_036,Each brand was owned by a different family.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_036_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_036_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_036.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_036.npy,train
p280,p280_037,That was not perfect golf by any means.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_037_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_037_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_037.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_037.npy,train
p280,p280_038,He added that her comments were noted.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_038_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_038_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_038.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_038.npy,train
p280,p280_039,She will get through it I'm sure.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_039_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_039_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_039.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_039.npy,train
p280,p280_040,Everyone has to prove a point when they cross that white line.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_040_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_040_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_040.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_040.npy,train
p280,p280_041,Hearts hit back with two goals in four minutes.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_041_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_041_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_041.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_041.npy,train
p280,p280_042,He does not even trust his own members.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_042_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_042_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_042.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_042.npy,train
p280,p280_043,He too started on the subs seats.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_043_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_043_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_043.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_043.npy,train
p280,p280_044,Is it worth it?,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_044_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_044_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_044.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_044.npy,train
p280,p280_045,Does it matter?,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p280\p280_045_mic1.flac,D:\vocalis_3.0\data\synthetic\p280\p280_045_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p280\p280_045.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p280\p280_045.npy,train
p252,p252_001,Please call Stella.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p252\p252_001_mic1.flac,D:\vocalis_3.0\data\synthetic\p252\p252_001_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p252\p252_001.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p252\p252_001.npy,train
p252,p252_002,Ask her to bring these things with her from the store.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p252\p252_002_mic1.flac,D:\vocalis_3.0\data\synthetic\p252\p252_002_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p252\p252_002.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p252\p252_002.npy,train
p252,p252_003,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p252\p252_003_mic1.flac,D:\vocalis_3.0\data\synthetic\p252\p252_003_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p252\p252_003.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p252\p252_003.npy,train
p252,p252_004,We also need a small plastic snake and a big toy frog for the kids.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p252\p252_004_mic1.flac,D:\vocalis_3.0\data\synthetic\p252\p252_004_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p252\p252_004.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p252\p252_004.npy,train
p252,p252_005,"She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p252\p252_005_mic1.flac,D:\vocalis_3.0\data\synthetic\p252\p252_005_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p252\p252_005.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p252\p252_005.npy,train
p252,p252_006,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p252\p252_006_mic1.flac,D:\vocalis_3.0\data\synthetic\p252\p252_006_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p252\p252_006.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p252\p252_006.npy,train
p252,p252_007,The rainbow is a division of white light into many beautiful colors.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p252\p252_007_mic1.flac,D:\vocalis_3.0\data\synthetic\p252\p252_007_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p252\p252_007.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p252\p252_007.npy,train
p252,p252_008,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p252\p252_008_mic1.flac,D:\vocalis_3.0\data\synthetic\p252\p252_008_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p252\p252_008.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p252\p252_008.npy,train
p252,p252_009,"There is , according to legend, a boiling pot of gold at one end.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p252\p252_009_mic1.flac,D:\vocalis_3.0\data\synthetic\p252\p252_009_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p252\p252_009.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p252\p252_009.npy,train
p252,p252_010,"People look, but no one ever finds it.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p252\p252_010_mic1.flac,D:\vocalis_3.0\data\synthetic\p252\p252_010_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p252\p252_010.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p252\p252_010.npy,train
p252,p252_011,"When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow.",D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p252\p252_011_mic1.flac,D:\vocalis_3.0\data\synthetic\p252\p252_011_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p252\p252_011.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p252\p252_011.npy,train
p252,p252_012,Throughout the centuries people have explained the rainbow in various ways.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p252\p252_012_mic1.flac,D:\vocalis_3.0\data\synthetic\p252\p252_012_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p252\p252_012.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p252\p252_012.npy,train
p252,p252_013,Some have accepted it as a miracle without physical explanation.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p252\p252_013_mic1.flac,D:\vocalis_3.0\data\synthetic\p252\p252_013_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p252\p252_013.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p252\p252_013.npy,train
p252,p252_014,To the Hebrews it was a token that there would be no more universal floods.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p252\p252_014_mic1.flac,D:\vocalis_3.0\data\synthetic\p252\p252_014_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p252\p252_014.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p252\p252_014.npy,train
p252,p252_015,The Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p252\p252_015_mic1.flac,D:\vocalis_3.0\data\synthetic\p252\p252_015_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p252\p252_015.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p252\p252_015.npy,train
p252,p252_016,The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky.,D:\vocalis_3.0\data\raw\VCTK\wav48_silence_trimmed\p252\p252_016_mic1.flac,D:\vocalis_3.0\data\synthetic\p252\p252_016_synthetic.wav,D:\vocalis_3.0\data\embeddings\natural\ecapa\p252\p252_016.npy,D:\vocalis_3.0\data\embeddings\synthetic\ecapa\p252\p252_016.npy,train
